
1.0961722, 2.9976623, 3.0000002, 4.0, 8.0, 100.0
1.1054127, 3.110755, 3.0000002, 4.0, 8.0, 100.0
1.0202812, 2.9863694, 2.9687529, 3.9966886, 8.015871, 100.0
1.0202812, 2.9863694, 2.9687529, 3.9966888, 8.015871, 100.0
1.0131912, 2.9898748, 2.9687526, 4.008339, 8.010546, 100.00001
1.1651621, 3.1356683, 3.064445, 4.0083385, 8.103759, 100.00001
1.2706311, 3.252558, 2.952457, 3.8979094, 8.087402, 100.000015
1.2766985, 3.351103, 2.9524567, 3.8979096, 8.087402, 100.00002
1.3208663, 3.4317195, 3.0091074, 3.9899113, 8.190329, 100.00001
1.210565, 3.4317198, 3.0091074, 3.9899113, 8.190329, 100.00001
1.2279104, 3.4317198, 3.0091074, 3.9899113, 8.190329, 100.00001
1.0779855, 3.4802542, 3.0091076, 4.077668, 8.288213, 100.00001
1.1785245, 3.429598, 3.1509874, 3.9709005, 8.396443, 100.00001
1.2767481, 3.3706887, 3.0471706, 3.9678893, 8.358929, 100.00001
1.2805986, 3.279674, 3.1696603, 3.967889, 8.342918, 100.00001
1.3821583, 3.279674, 3.1696603, 3.9678893, 8.342918, 100.00001
1.334855, 3.3662913, 3.1696603, 4.042972, 8.342917, 100.00001
1.158943, 3.362142, 3.1915345, 4.0575094, 8.331033, 100.00001
1.0405309, 3.3621426, 3.1915345, 4.0575094, 8.331033, 100.00001
1.1375792, 3.3621423, 3.1915345, 4.0575094, 8.331033, 100.000015
1.2683372, 3.3865535, 3.1915345, 4.148781, 8.328663, 100.0
1.309863, 3.5004559, 3.1915345, 4.148781, 8.328663, 100.00001
1.28536, 3.5165892, 3.1887999, 4.148781, 8.337808, 100.00001
1.2160789, 3.6061053, 3.2050762, 4.181344, 8.333624, 99.99999
1.3327299, 3.4026914, 3.2422738, 4.1281085, 8.409764, 100.0
1.3609575, 3.468961, 3.263459, 4.1281085, 8.337457, 100.0
1.2460515, 3.4978132, 3.178409, 4.110149, 8.3247385, 100.0
1.205781, 3.497812, 3.178409, 4.1101494, 8.326772, 100.00001
1.2766855, 3.5516825, 3.2549694, 4.11015, 8.326772, 100.000015
1.2806007, 3.5516822, 3.2549696, 4.11015, 8.326772, 100.000015
1.2471769, 3.5200996, 3.2811093, 4.1101494, 8.364339, 100.00001
1.1565912, 3.5660996, 3.2726026, 4.1387486, 8.279602, 100.00001
1.0866576, 3.5661001, 3.2726026, 4.1387486, 8.279602, 99.99999
1.0811898, 3.5660996, 3.2726026, 4.138749, 8.279602, 99.99999
1.2483256, 3.6468902, 3.2726026, 4.1387486, 8.279602, 99.999985
1.1631321, 3.6468902, 3.2726026, 4.138749, 8.279602, 99.99999
0.8698927, 3.6766827, 3.4157643, 4.1387486, 8.279601, 99.99999
0.51168334, 3.3871365, 3.1206508, 4.1387486, 8.412688, 99.99999
0.54246956, 3.3896952, 3.2190244, 4.188366, 8.50808, 99.99999
0.6150855, 3.2106936, 3.2440207, 4.2864356, 8.405458, 100.0
0.4139451, 3.3117871, 3.244021, 4.2864356, 8.405458, 99.99999
0.41048905, 3.1722267, 3.4972625, 4.286436, 8.5696335, 99.99999
0.527187, 3.1722264, 3.4972622, 4.2864366, 8.5696335, 99.999985
0.33231822, 3.2383506, 3.6205566, 4.2864366, 8.5696335, 99.99999
0.33690244, 3.1875246, 3.7895362, 4.286436, 8.562876, 100.0
0.42653093, 3.1875246, 3.7895362, 4.286436, 8.670698, 99.99999
0.53373444, 3.1875246, 3.7895362, 4.286436, 8.670697, 99.999985
0.47990063, 3.2309012, 3.7895362, 4.286437, 8.624374, 99.999985
0.4799007, 3.2309008, 3.7895362, 4.2864366, 8.624374, 99.999985
0.54214585, 3.206583, 3.7895362, 4.286437, 8.624374, 99.999985
0.63911176, 3.306812, 3.7895367, 4.4233637, 8.692382, 99.999985
0.43533438, 3.2913063, 3.5917513, 4.4946227, 8.779036, 99.999985
0.46623474, 3.3639007, 3.6538079, 4.529842, 8.872029, 99.99999
0.60740477, 3.3639004, 3.6538076, 4.529842, 8.872028, 99.999985
0.512744, 3.3639007, 3.6538076, 4.529842, 8.776023, 99.999985
0.5718193, 3.48508, 3.5657525, 4.533322, 8.781028, 99.99999
0.66607577, 3.48508, 3.5657525, 4.533322, 8.781028, 99.99999
0.19488, 3.4731734, 3.5657527, 4.398937, 8.759324, 99.99999
0.27152354, 3.5150497, 3.5575235, 4.3718724, 8.868771, 99.99999
0.36056876, 3.5150502, 3.5575235, 4.3718724, 8.868771, 99.99999
0.46492934, 3.455535, 3.5575235, 4.3718724, 8.819071, 100.0
0.37761247, 3.3746097, 3.5575233, 4.3718724, 8.819071, 100.00001
0.47917238, 3.3746097, 3.5575233, 4.3718724, 8.81907, 100.00001
0.5227456, 3.4371386, 3.5906923, 4.429896, 8.81907, 100.0
0.5565846, 3.3029904, 3.4690435, 4.255561, 8.989058, 99.99999
0.54810655, 3.3029904, 3.4690433, 4.358661, 9.004516, 99.99999
0.4155912, 3.3725717, 3.487634, 4.363493, 9.090455, 99.99999
0.38169235, 3.4642854, 3.3192375, 4.3634925, 9.166976, 100.0
0.600406, 3.5728605, 3.2171488, 4.3634925, 9.101539, 99.99999
0.8192868, 3.4744203, 3.3089867, 4.2650743, 8.9677725, 100.0
0.87143576, 3.4744196, 3.3089867, 4.2650743, 8.9677725, 100.0
0.8452417, 3.4744196, 3.4038117, 4.2650743, 8.967774, 100.0
0.7843219, 3.6194627, 3.3847861, 4.3928328, 9.084887, 99.999985
0.76564986, 3.5883288, 3.4599555, 4.4136686, 9.084887, 99.99999
0.6677967, 3.5860877, 3.5850673, 4.413668, 9.084887, 99.99999
0.736753, 3.70014, 3.585067, 4.379369, 9.084887, 99.999985
0.6554296, 3.7873535, 3.6442327, 4.3793683, 9.0848875, 99.99999
0.60077786, 3.8471346, 3.644233, 4.476243, 9.084887, 99.999985
0.7882473, 3.7383182, 3.6442327, 4.476242, 9.003716, 99.99999
0.87651604, 3.738318, 3.6442325, 4.4762425, 9.003716, 99.99999
0.90449554, 3.738318, 3.6442325, 4.476243, 9.003716, 99.99999
0.98461777, 3.7048247, 3.651663, 4.4762425, 9.0037155, 99.99999
1.1077347, 3.7645383, 3.5939133, 4.476243, 8.869051, 99.99999
1.2829669, 3.6477196, 3.5203273, 4.486076, 9.008289, 99.99999
1.2660155, 3.6477196, 3.5203276, 4.486076, 9.008288, 99.99999
1.291055, 3.7196481, 3.4801652, 4.574498, 9.107037, 99.999985
1.2955303, 3.719648, 3.4801657, 4.5744977, 9.107036, 99.999985
1.4053537, 3.719648, 3.4801652, 4.5744977, 9.107036, 99.999985
1.395408, 3.7196481, 3.4801652, 4.5744977, 9.107036, 99.999985
1.395408, 3.7196484, 3.4801652, 4.5744977, 9.107036, 99.999985
1.395408, 3.7196481, 3.4801652, 4.574498, 9.107036, 99.999985
1.4659599, 3.8375509, 3.4801652, 4.574498, 9.107036, 99.999985
