0,89960384; 0,8986727; 0,9993359; 1,095625; 0,8996093; 1,0
1,0003142; 0,9032161; 0,90199614; 1,0956249; 0,9011708; 1,0
0,9676074; 0,97609305; 0,98295766; 1,095625; 0,81461436; 0,99999994
0,8834596; 1,1695454; 1,0666846; 1,095625; 0,7307168; 1,0000001
0,9674212; 1,0806317; 1,0666846; 1,095625; 0,82655984; 1,0000001
1,1014353; 0,9512473; 1,0666846; 1,0956249; 0,82655984; 1,0000001
1,2007885; 1,0003822; 1,1265812; 1,0243679; 0,75545293; 1,0
1,1559887; 1,0003822; 1,126581; 1,0243679; 0,75545293; 1,0
0,9820532; 0,90733796; 1,0193408; 1,1071888; 0,7868868; 1,0
1,0477021; 0,85481673; 1,0266436; 1,1266751; 0,7656143; 1,0
1,0781739; 0,9474812; 1,2095077; 1,1266751; 0,6612022; 1,0
1,2257779; 1,0407408; 1,1455075; 1,1266751; 0,5752126; 1,0
1,2555485; 1,0194407; 1,1752931; 1,0756866; 0,5538175; 1,0
1,3670893; 1,000292; 1,2524395; 1,0756866; 0,54283977; 0,99999994
1,2780099; 1,1123855; 1,1400868; 0,99604946; 0,5246398; 1,0000001
1,2310383; 1,0629514; 1,1689713; 0,99604946; 0,60314494; 0,99999994
1,2435519; 1,1249573; 1,3050902; 1,1263665; 0,60536623; 1,0
1,0419686; 1,1083192; 1,2645699; 1,2252685; 0,52015454; 1,0
1,1488862; 1,1083193; 1,26457; 1,2252685; 0,52015454; 1,0
0,8889195; 0,98063445; 1,1813173; 1,2252687; 0,64276546; 1,0
0,6315112; 1,0133989; 1,217674; 1,2628639; 0,5642509; 1,0000002
0,8255258; 0,97939676; 1,2276714; 1,2808561; 0,59019816; 1,0000001
0,68875146; 0,8160979; 1,250147; 1,3927135; 0,71115243; 1,0
0,7068906; 0,9002797; 1,1078836; 1,3927135; 0,70721614; 1,0000001
0,6815636; 0,9837375; 1,1078836; 1,3927134; 0,70721614; 1,0000001
0,699787; 1,023681; 1,1142005; 1,3418775; 0,72798485; 1,0000001
0,77037776; 1,0819678; 1,1142002; 1,2816263; 0,63969404; 1,0000001
0,85207427; 1,081968; 1,1142002; 1,2816263; 0,63969404; 1,0000001
0,64342284; 1,2509849; 1,1142002; 1,2816262; 0,639694; 1,0000002
0,6701399; 1,2555254; 1,0770438; 1,2816262; 0,6468003; 1,0000002
0,6696652; 1,1958942; 1,0770438; 1,2816263; 0,74734247; 1,0000002
0,59662616; 1,1543164; 0,8509366; 1,1731318; 0,74734235; 1,0000002
0,65092826; 1,1543163; 0,8509366; 1,1731318; 0,74734235; 1,0000002
0,63180983; 1,1543164; 0,76169163; 1,1731318; 0,7473424; 1,0000002
0,6888561; 1,1543164; 0,7616917; 1,173132; 0,7473424; 1,0000001
0,93438035; 1,1312673; 0,7616915; 1,173132; 0,66444993; 1,0000001
